,id,text,Party_Obligate,Party_Beneficiary,Action_Verbs,Action_Clause,Condition,Condition_Verb,has_condition
110,cl2fpdhca23vd0z7k2fb0390p,all amounts due under this section 11.3 [expenses; indemnity; damage; waiver] shall be payable not later than ten (10) days after demand therefor.,[],[],['be payable'],['all amounts due under this section 11.3 [expenses; indemnity; damage; waiver] shall be payable not later than ten (10) days'],['after demand therefor.'],[],true
111,cl2fpjhpd259m0z7bd096cr67,"except as provided in section 9.3 of the plan, upon the participant’s payment date, any amounts payable under the plan shall be paid in a lump sum or in substantially equal annual installments over the installment payment period, in accordance with the participant’s distribution election or change election, as applicable. installment payments shall be treated as a single payment for purposes of code section 409a.",[],[],['paid'],"['except as provided in section 9.3 of the plan, upon the participant’s payment date, any amounts payable under the plan shall be paid in a lump sum or in substantially equal annual installments over the installment payment period, in accordance with the participant’s distribution election or change election, as applicable.']",[],[],false
112,cl2fpk9vz28t90z9ucbxq2f13,all amounts payable under this section  10.5 shall be due not later than ten business days after demand therefor.,[],[],['be due'],['all amounts payable under this section \xa010.5 shall be due not later than ten business days'],['after demand therefor.'],[],true
113,cl2h3qw9g1a4r0zbkdzpm7yqe,"payment of all compensation to executive hereunder shall be made in accordance with applicable law, the terms of this agreement and applicable policies and practices as in effect from time to time, including normal payroll practices, and shall be subject to all applicable withholdings and taxes.",[],['executive'],['made'],"['payment of all compensation to executive hereunder shall be made in accordance with applicable law, the terms of this agreement and applicable policies and practices as in effect from time to time, including normal payroll practices, and shall be subject to all applicable withholdings and taxes.']",[],[],false
114,cl2h3qwh109k90zemhbymajjv,each guarantor hereby agrees and guarantees that payments hereunder will be paid to the administrative agent without set-off or counterclaim in dollars that constitute immediately available funds at the principal office of the administrative agent specified pursuant to the credit agreement.,['guarantor'],['administrative agent'],['paid'],['each guarantor hereby agrees and guarantees that payments hereunder will be paid to the administrative agent without set-off or counterclaim in dollars that constitute immediately available funds at the principal office of the administrative agent specified pursuant to the credit agreement.'],[],[],false
115,cl2h3slil1aw910dvfyfn0qwu,"from and after the effective date, administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.",['administrative agent'],"['assignor', 'assignee']",['make'],"['administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.']","['from and after the effective date,']",[],true
116,cl2h3tbql18vo0zda95vm4h2v,"each of the annual fee, the annual chairperson fee, the annual committee member fee and the annual committee chairperson fee will be paid in four equal quarterly installments on a prorated basis with each quarterly payment paid in arrears on or about the 15 th of the first month after the end of the applicable quarter.",[],[],['paid'],"['each of the annual fee, the annual chairperson fee, the annual committee member fee and the annual committee chairperson fee will be paid in four equal quarterly installments on a prorated basis with each quarterly payment paid in arrears on or about the 15 th of the first month after the end of the applicable quarter.']",[],[],false
117,cl2h3u74y19280zdacfeyfliu,all amounts due under this section shall be payable not later than thirty (30) days after receipt of invoice in reasonable detail of such amounts.,[],[],['be payable'],['all amounts due under this section shall be payable not later than thirty (30)\xa0days'],['after receipt of invoice in reasonable detail of such amounts.'],[],true
118,cl2h3uukc0adm0zema2l8fb56,"from and after the effective date referred to in this assignment and assumption, the administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.",['administrative agent'],"['assignor', 'assignee']",['make'],"['the administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.']","['from and after the effective date referred to in this assignment and assumption,']",[],true
119,cl2h3whid19hp0zda4unb3fkl,"each guarantor hereby guarantees that payments hereunder will be paid to the collateral agent without set-off or counterclaim in dollars (based on the amount, denominated in dollars of such obligations on the date of payment) at the collateral agent’s office. each guarantor agrees that the provisions of section 5.4 of the credit agreement shall apply to such guarantor’s obligations under this guarantee.",['guarantor'],['collateral agent'],['paid'],"['each guarantor hereby guarantees that payments hereunder will be paid to the collateral agent without set-off or counterclaim in dollars (based on the amount, denominated in dollars of such obligations on the date of payment) at the collateral agent’s office.']",[],[],false
120,cl2h3x7ek1fxe10a9dth64s1l,"from and after the effective date, the administrative agent shall make all payments in respect of [the][each] assigned interest (including payments of principal, interest, fees and other amounts) to [the][the relevant] assignor for amounts which have accrued to but excluding the effective date and to [the][the relevant] assignee for amounts which have accrued from and after the effective date.",['administrative agent'],"['assignor', 'assignee']",['make'],"['the administrative agent shall make all payments in respect of [the][each] assigned interest (including payments of principal, interest, fees and other amounts) to [the][the relevant] assignor for amounts which have accrued to but excluding the effective date and to [the][the relevant] assignee for amounts which have accrued from and after the effective date.']","['from and after the effective date,']",[],true
121,cl2h3xu0k1bd910dy7cq3661v,"the various charges, credits and prorations contemplated by this agreement will be handled by escrow agent through the escrow by appropriate charges and credits to buyer and seller and will be reflected in the seller closing settlement statement or the buyer closing settlement statement, as appropriate. all amounts payable pursuant to this agreement will be paid to escrow agent for disposition through escrow agent. escrow agent is authorized to make all disbursements to the parties and to third-parties contemplated by this agreement from funds deposited for those purposes, as necessary or appropriate to close this transaction and as set forth in the seller closing settlement statement and the buyer closing settlement statement.",[],['escrow agent'],['paid'],['all amounts payable pursuant to this agreement will be paid to escrow agent for disposition through escrow agent.'],[],[],false
122,cl2h3yfc81g5r10a94vjjgpa6,each guarantor hereby guarantees that payments hereunder will be paid to the administrative agent without set-off or counterclaim in dollars in accordance with section 4.03(c).,['guarantor'],['administrative agent'],['paid'],['each guarantor hereby guarantees that payments hereunder will be paid to the administrative agent without set-off or counterclaim in dollars in accordance with section 4.03(c).'],[],[],false
123,cl2h3zl8x1c8w10dv2im920jb,"from and after the effective date, the administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts that have accrued to but excluding the effective date and to the assignee for amounts that have accrued from and after the effective date.  the assignor and the assignee shall make all appropriate adjustments of payments by the administrative agent for periods prior to the effective date or with respect to the making of this assignment directly between themselves.","['administrative agent', 'assignor', 'assignee']","['assignor', 'assignee', 'administrative agent']","['make', 'make']","['the administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts that have accrued to but excluding the effective date and to the assignee for amounts that have accrued from and after the effective date.', 'the assignor and the assignee shall make all appropriate adjustments of payments by the administrative agent for periods prior to the effective date or with respect to the making of this assignment directly between themselves.']",['from and after the effective date'],[],true
124,cl2h44ht01ed00zc6c7nv32y6,"all payments of principal, interest and any other payments required hereunder shall be in lawful money of the united states of america to holder, by wire transfer of immediately available funds to a bank account designated in writing by holder. all cash payments shall be applied first to the costs of collection, if any, then to accrued and unpaid interest, and thereafter to principal.",[],['holder'],['be'],"['all payments of principal, interest and any other payments required hereunder shall be in lawful money of the united states of america to holder, by wire transfer of immediately available funds to a bank account designated in writing by holder.']",[],[],false
125,cl2h4a3761cpn0zcgbuam7ohb,each guarantor hereby agrees and guarantees that payments hereunder will be paid to the administrative agent without set-off or counterclaim in u.s. dollars at the office of the administrative agent specified pursuant to the credit agreement.,['guarantor'],['administrative agent'],['paid'],['each guarantor hereby agrees and guarantees that payments hereunder will be paid to the administrative agent without set-off or counterclaim in u.s. dollars at the office of the administrative agent specified pursuant to the credit agreement.'],[],[],false
126,cl2h4bbzi1gqu0zc6533i3dez,all amounts due under this section shall be payable promptly after receipt of a reasonably detailed invoice therefor.,[],[],['be payable'],['all amounts due under this section shall be payable promptly'],['after receipt of a reasonably detailed invoice therefor.'],[],true
127,cl2h4bqtn1jyb0z8dgovdaz55,"the payment in immediately available funds to the lender of $300,000 reflecting approximately $180,000 of principal and accrued interest under the note, as well as approximately $120,000 relating to the borrower’s (or its affiliates’) buyback of stock in the borrower.",['borrower'],['lender'],[],"['the payment in immediately available funds to the lender of $300,000 reflecting approximately $180,000 of principal and accrued interest under the note, as well as approximately $120,000 relating to the borrower’s (or its affiliates’) buyback of stock in the borrower.']",[],[],false
128,cl2h4c5vn1j5x10dyd4lmc6g8,"from and after the effective date, the agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.",['agent'],"['assignor', 'assignee']",['make'],"['the agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.']",['from and after the effective date'],[],true
129,cl2h4eah01jlv0zc6atudcz8i,"except as provided in article 10 hereof, each payment and prepayment of principal of, and interest on, the loans shall be made to the lenders pro rata on the basis of their respective unpaid principal amounts outstanding under the applicable loans immediately prior to such payment or prepayment.",[],['lenders'],['made'],"['except as provided in article 10 hereof, each payment and prepayment of principal of, and interest on, the loans shall be made to the lenders pro rata on the basis of their respective unpaid principal amounts outstanding under the applicable loans immediately prior to such payment or prepayment.']",[],[],false
130,cl2h4ex1n1jlo10dvbko6ch0x,"aps will submit monthly invoices for services rendered and expenses incurred. all invoices shall be due and payable within thirty (30) days of the date of invoice. no discount is provided for prompt payment, and none shall be taken, but interest on any invoices paid late shall accrue in accordance with the general terms and conditions.",['aps'],[],"['submit', 'due', 'payable']","['aps will submit monthly invoices for services rendered and expenses incurred.', 'all invoices shall be due and payable within thirty (30) days of the date of invoice.']",[],[],false
131,cl2h4hkv81m3k0z8ddl30gwz6,"payments of principal, interest and fees in respect of the term loan will be settled on the date of receipt if received by lender on the last business day of a month or on the business day immediately following the date of receipt if received on any day other than the last business day of a month.",[],['lender'],['settled'],"['payments of principal, interest and fees in respect of the term loan will be settled on the date of receipt if received by lender on the last business day of a month or on the business day immediately following the date of receipt if received on any day other than the last business day of a month.']",[],[],false
132,cl2h4iqy51kg10zc65u6x8ana,all amounts due under this section shall be payable promptly/not later than five (5) days after demand therefor.,[],[],['be payable'],['all amounts due under this section shall be payable promptly/not later than five (5) days'],['after demand therefor.'],[],true
133,cl2h4l0dz0eah0zciehbh0f3j,all amounts due under this section shall be payable promptly after written demand therefor.,[],[],['be payable'],['all amounts due under this section\xa0shall be payable promptly'],[],['after written demand therefor.'],true
134,cl2h4s2gp1naz10dy6q112g6w,"following the committee’s determination in accordance with section 9.2(a), the company shall settle performance awards, in such form (including, without limitation, in shares of common stock or in cash) as determined by the committee, in an amount equal to such participant’s earned performance awards.",['company'],['participant'],['settle'],"['the company shall settle performance awards, in such form (including, without limitation, in shares of common stock or in cash) as determined by the committee, in an amount equal to such participant’s earned performance awards.']",['following the committee’s determination in accordance with section\xa09.2(a)'],[],true
135,cl2h4sz7b1j300zbkc5rb4pu7,"within ten (10) business days following receipt of such written notification by the executive of such irs claim, the company shall pay to the executive a section 409a tax adjustment payment, or the excess of a recalculated section 409a tax adjustment payment over the initial section 409a tax adjustment payment, as applicable, related to the element of compensation and/or benefit which is the subject of the irs claim. within ten (10) business days following such payment to the executive, the executive shall provide to the company written evidence that he has paid the claim to the irs (the united states treasury).","['company', 'executive']","['executive', 'company']","['pay', 'provide']","['the company shall pay to the executive a section 409a tax adjustment payment, or the excess of a recalculated section 409a tax adjustment payment over the initial section 409a tax adjustment payment, as applicable, related to the element of compensation and/or benefit which is the subject of the irs claim.', 'the executive shall provide to the company written evidence that he has paid the claim to the irs (the united states treasury)']","['within ten (10) business days following receipt of such written notification by the executive of such irs claim', 'within ten (10) business days following such payment to the executive,']",[],true
136,cl2h51xrn0gxe0zci2hhj1h1d,"all payments made by any guarantor pursuant to this guaranty shall be made in dollars, in immediately available funds to the agent at the place and time provided for in the credit agreement on the date one (1) business day after written demand therefor to such guarantor by the agent.",['guarantor'],['agent'],['made'],"['all payments made by any guarantor pursuant to this guaranty shall be made in dollars, in immediately available funds to the agent at the place and time provided for in the credit agreement on the date one (1)\xa0business day']",['after written demand therefor'],[],true
137,cl2h54dbu1pcb10dyepbb3jpq,guarantor hereby agrees that the guaranteed obligations will be paid to buyer without set-off or counterclaim in u.s. dollars at the address specified in writing by buyer.,['guarantor'],['buyer'],['paid'],['guarantor hereby agrees that the guaranteed obligations will be paid to buyer without set-off or counterclaim in u.s. dollars at the address specified in writing by buyer.'],[],[],false
138,cl2h559yl0hgh0zci4kj7eo1f,"following the end of the vesting period for a phantom stock award (or at such other time as the applicable award agreement may provide), the holder of a phantom stock award shall be entitled to receive payment of an amount, not exceeding the maximum value of the phantom stock award, based on the then vested value of the award.  payment of a phantom stock award may only be made in ordinary shares.  payment shall be made in a lump sum or in installments as prescribed by the committee in an award agreement.  cash dividend equivalents may be paid with respect to a phantom stock award, subject to the same vesting and forfeiture terms as the phantom stock award, as determined by the committee.",[],['holder of a phantom stock award'],['receive'],"['the holder of a phantom stock award shall be entitled to receive payment of an amount, not exceeding the maximum value of the phantom stock award, based on the then vested value of the award']","['following the end of the vesting period for a phantom stock award (or at such other time as the applicable award agreement may provide),']",[],true
139,cl2h5608o1rd610a91yat2d7q,"payment of all compensation to executive hereunder shall be made in accordance with the relevant company policies in effect from time to time, including normal payroll practices, and shall be subject to all applicable employment and withholding taxes.",[],['executive'],['made'],"['payment of all compensation to executive hereunder shall be made in accordance with the relevant company policies in effect from time to time, including normal payroll practices, and shall be subject to all applicable employment and withholding taxes.']",[],[],false
140,cl2h57ole1ptq10dyfwrj63m2,mortgagor shall pay and perform all secured obligations when due as provided in the loan documents.,['mortgagor'],[],"['pay', 'perform']",['mortgagor shall pay and perform all secured obligations'],['when due as provided in the loan documents.'],[],true
141,cl2h58b3j1ooe10dv3whd85al,"payment of the aggregate principal amount outstanding under this note (the “ principal amount ”), together with all accrued and unpaid interest thereon shall be made on the maturity date.",[],[],['made'],"['payment of the aggregate principal amount outstanding under this note (the “ principal amount ”), together with all accrued and unpaid interest thereon shall be made on the maturity date.']",[],[],false
142,cl2h5948b1qof0z8dfdhr9ccz,"from and after the effective date, the administrative agent and the collateral agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.","['administrative agent', 'collateral agent']","['assignor', 'assignee']",['make'],"['the administrative agent and the collateral agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.']","['from and after the effective date,']",[],true
143,cl2h59mdm1ou00zc6bztt38jj,"the company shall pay the outstanding principal and accrued interest, if any, in full on the maturity date (the “payment”) subject to acceleration in accordance with the terms of this note and the purchase agreement. if the maturity date is not a trading day, then the payment shall be due on the next succeeding trading day.",['company'],[],['pay'],"['the company shall pay the outstanding principal and accrued interest, if any, in full on the maturity date (the “payment”) subject to acceleration in accordance with the terms of this note and the purchase agreement.']",[],[],false
144,cl2h5c05a1m040zda1hlocshh,"all payments by us borrower under this article x shall be made in dollars, and free and clear of any taxes.",['us borrower'],[],['made'],"['all payments by us borrower under this article\xa0x shall be made in dollars, and free and clear of any taxes.']",[],[],false
145,cl2h5czux1sj210a9511ybpxn,"as soon as practicable following the date the sars are exercised (but in no event later than fifteen (15) days following such date), the company shall make a cash payment to participant in an amount equal to the appreciation value per vested sar exercised, less any amounts withheld pursuant to section 4(b).",['company'],['participant'],['make'],"['the company shall make a cash payment to participant in an amount equal to the appreciation value per vested sar exercised, less any amounts withheld pursuant to section 4(b).']",['as soon as practicable following the date the sars are exercised (but in no event later than fifteen (15) days following such date)'],['exercised'],true
146,cl2h5dgpq1qqj10dy22997zxz,subdistributor shall pay for the products and the instruments within thirty (30) days of receipt of invoice for said products or instruments.,['subdistributor'],[],['pay'],['subdistributor shall pay for the products and the instruments'],['within thirty (30) days of receipt of invoice for said products or instruments.'],[],true
147,cl2h5elqt1pu110dv3v3j11y9,"upon completion of the audit, vendor will be notified in writing of the results (an “ executive summary ”). if no response to the executive summary is received from vendor within thirty (30) days following its issuance, the executive summary shall be deemed accepted by vendor, and division will issue an invoice to vendor for any amounts due. vendor shall pay division for proper application and allocation, the amount of any overcharges and unapplied credits (as to purchasers) and underpayments (as to division) determined by the audit within thirty (30) days from receipt of an invoice from division; vendor shall not use the overcharges or underpayments as a set-off in any fashion. payment by purchasers of mutually negotiated prices for products that are less than those listed in exhibit a shall not be considered to be undercharges and shall not be applied to reduce the amount of any overcharges by vendor. the unpaid amount of any overcharges or underpayments shall be subject to a late payment fee as stated in section 3.5.",[],['vendor'],['notified'],['vendor will be notified in writing of the results (an “ executive summary ”).'],['upon completion of the audit'],[],true
148,cl2h5fe8q1r0f10dy25y25nkl,"distributor shall make all payments in u.s. dollars to the company’s vilex, inc., 111 moffitt street, mcminnville, tn 37110 facility by the sixtieth (60th) day after the date of the company’s invoice.",['distributor'],['company'],['make'],"['distributor shall make all payments in u.s. dollars to the company’s vilex, inc., 111 moffitt street, mcminnville, tn 37110 facility by the sixtieth (60th) day']",['after the date of the company’s invoice.'],[],true
149,cl2h5gd380cej0zeihugd8o68,purchaser shall pay for the products within thirty (30) days of receipt of invoice for said products.,['purchaser'],[],['pay'],['purchaser shall pay for the products'],['within thirty (30) days of receipt of invoice for said products.'],[],true
150,cl2h5h7j01rax10dygwn574q8,"payment of the purchase price shall be made, at the option of the company or its assignee(s), in cash (by check), by cancellation of all or a portion of any outstanding indebtedness of the holder to the company (or, in the case of repurchase by an assignee, to the assignee), or by any combination thereof within thirty (30) days after receipt of the notice or in the manner and at the times set forth in the notice.",['holder'],['company'],['made'],"['payment of the purchase price shall be made, at the option of the company or its assignee(s), in cash (by check), by cancellation of all or a portion of any outstanding indebtedness of the holder to the company (or, in the case of repurchase by an assignee, to the assignee), or by any combination thereof']",['within thirty (30) days after receipt of the notice or in the manner and at the times set forth in the notice.'],[],true
151,cl2h5ho9x1rel10dygzmj0p10,"a restricted stock unit award may be settled by the delivery of shares of common stock, their cash equivalent, any combination thereof or in any other form of consideration, as determined by the board and contained in the award agreement.",[],[],['settled'],"['a restricted stock unit award may be settled by the delivery of shares of common stock, their cash equivalent, any combination thereof or in any other form of consideration,']",['as determined by the board and contained in the award agreement.'],[],false
152,cl2h5itun0csv0zei6ghqcta3,all amounts due under this section shall be payable not later than ten (10) business days after demand therefor.,[],[],['be payable'],['all amounts due under this section shall be payable not later than ten (10)\xa0business days'],['after demand therefor.'],[],true
153,cl2h5pb5x0dw80zei93u16kcn,all amounts due under this section and section  5.11 shall be payable promptly after written demand therefor.,[],[],['be payable'],['all amounts due under this section and section \xa05.11 shall be payable promptly'],['after written demand therefor.'],[],true
154,cl2h5rjkq1t9h0zc6e9f03xh5,each guarantor hereby guarantees that payments hereunder will be paid to the applicable guaranteed parties without set-off or counterclaim in dollars.,['guarantor'],['guaranteed parties'],['paid'],['each guarantor hereby guarantees that payments hereunder will be paid to the applicable guaranteed parties without set-off or counterclaim in dollars.'],[],[],false
155,cl2h883n32asn10a9a9s0hwdb,"from and after the closing date, the agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignee whether such amounts have accrued prior to, on or after the closing date. the assignor and the assignee shall make all appropriate adjustments in payments by the agent for periods prior to the closing date or with respect to the making of this assignment directly between themselves.","['agent', 'assignor', 'assignee']","['assignee', 'agent']","['make', 'make']","['the agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignee whether such amounts have accrued prior to, on or after the closing date.', 'the assignor and the assignee shall make all appropriate adjustments in payments by the agent for periods prior to the closing date or with respect to the making of this assignment directly between themselves.']",['from and after the closing date'],[],true
156,cl2h8e5q725zg0zda9kf5a3fm,"from and after the effective date, the administrative agent shall make all payments in respect of [the] [each] assigned interest (including payments of principal, interest, fees and other amounts) to [the][the relevant] assignor for amounts which have accrued up to but excluding the effective date and to [the] [the relevant] assignee for amounts which have accrued from and after the effective date.",['administrative agent'],"['assignor', 'assignee']",['make'],"['the administrative agent shall make all payments in respect of [the] [each] assigned interest (including payments of principal, interest, fees and other amounts) to [the][the relevant] assignor for amounts which have accrued up to but excluding the effective date and to [the] [the relevant] assignee for amounts which have accrued from and after the effective date.']",['from and after the effective date'],[],true
157,cl2h8fpw82chh10a99gnhczc5,"company shall pay broad a non-refundable license fee of [***], due and payable within [***] days after the successful transfer of class i epitope data.",['company'],['broad'],['pay'],"['company shall pay broad a non-refundable license fee of [***], due and payable within [***] days']",['after the successful transfer of class i epitope data.'],['transfer'],true
158,cl2h8nuq803gn0zfi3zs8dx3u,all amounts due under this section shall be payable not later than ten business days after demand therefor.,[],[],['be payable'],['all amounts due under this section shall be payable not later than ten business days'],['after demand therefor'],[],true
159,cl2h8nyxk13l00zcibv6v7bo9,"upon the exercise of a sar, the company shall pay to the participant an amount equal to the number of shares subject to the sar that is being exercised multiplied by the excess, if any, of the fair market value of one share of common stock on the exercise date over the strike price, less an amount equal to any federal, state, local, and non-u.s. income, employment, and any other applicable taxes required to be withheld. the company shall pay such amount in cash, in shares of common stock valued at fair market value, or any combination thereof, as determined by the committee. any fractional shares of common stock shall be settled in cash.",['company'],['participant'],['pay'],"['the company shall pay to the participant an amount equal to the number of shares subject to the sar that is being exercised multiplied by the excess, if any, of the fair market value of one share of common stock on the exercise date over the strike price, less an amount equal to any federal, state, local, and non-u.s. income, employment, and any other applicable taxes required to be withheld']",['upon the exercise of a sar'],[],true
160,cl2h8oqny2e4g10a9fe7v0gq2,all amounts due under this section shall be payable not later than ten (10) business days after demand therefor.,[],[],['be payable'],['all amounts due under this section shall be payable not later than ten (10) business days'],['after demand therefor.'],[],true
161,cl2h8q9f113y40zci8s2033lu,"except as provided in section  2.17 , each payment and prepayment of principal of the loans, and, except as provided in each of section  2.2(e) and article 10 , each payment of interest on the loans, shall be made to the lenders pro rata on the basis of their respective unpaid principal amounts outstanding immediately prior to such payment or prepayment.",[],['lenders'],['made'],"['each payment of interest on the loans, shall be made to the lenders pro rata on the basis of their respective unpaid principal amounts outstanding immediately prior to such payment or prepayment.']","['except as provided in section \xa02.17', 'except as provided in each of section \xa02.2(e) and article 10']",[],true
162,cl2sguemfa2dz088eg5kabygr,"as soon as practicable following the date the sars are exercised (but in no event later than fifteen (15) days following such date), the company shall make a cash payment to participant in an amount equal to the appreciation value per vested sar exercised, less any amounts withheld pursuant to section 4(b).",['company'],['participant'],['make'],"['the company shall make a cash payment to participant in an amount equal to the appreciation value per vested sar exercised, less any amounts withheld pursuant to section 4(b).']","['as soon as practicable following the date the sars are exercised (but in no event later than fifteen (15) days following such date),']",['exercised'],true
163,cl2sguetmc521077iec7ie2n8,"amma shall pay to garr group either: (1) the sum of seventy-five thousand dollars ($75,000.00) on or before february 4, 2019 or (2) the sum of ninety thousand dollars ($90,000.00) on or before february 25, 2019. in addition, upon execution of this agreement, amma shall issue stock options to garr group with a “black-scholes” value of fifty thousand dollars ($50,000).","['amma', 'amma']","['garr group', 'garr group']","['pay', 'issue']","['amma shall pay to garr group either: (1) the sum of seventy-five thousand dollars ($75,000.00) on or before february 4, 2019 or (2) the sum of ninety thousand dollars ($90,000.00) on or before february 25, 2019.', 'amma shall issue stock options to garr group with a “black-scholes” value of fifty thousand dollars ($50,000).']","['upon execution of this agreement,']",[],true
164,cl2sgz5vl8j0c087b388r3xwv,"from and after the effective date, the administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.  notwithstanding the foregoing, the administrative agent shall make all payments of interest, fees or other amounts paid or payable in kind from and after the effective date to the assignee.",['administrative agent'],"['administrative agent', 'assignor', 'assignee', 'assignee']","['make', 'make']","['the administrative agent shall make all payments in respect of the assigned interest (including payments of principal, interest, fees and other amounts) to the assignor for amounts which have accrued to but excluding the effective date and to the assignee for amounts which have accrued from and after the effective date.', 'the administrative agent shall make all payments of interest, fees or other amounts paid or payable in kind from and after the effective date to the assignee.']","['from and after the effective date,', 'from and after the effective date']",[],true
165,cl2sh0otrargc0767gdqbeon0,"except as otherwise expressly provided herein, all payments by borrower under the loan documents shall be made to the respective lender to which such payments are owed, at such lender’s office in immediately available funds on the date specified herein. unless otherwise provided, interest is payable monthly on the payment date of each month. payments of principal and/or interest received after 2:00 p.m. eastern time are considered received at the opening of business on the next business day. when a payment is due on a day that is not a business day, the payment is due the next business day and additional fees or interest, as applicable, shall continue to accrue until paid. all payments to be made by borrower hereunder or under any other loan document, including payments of principal and interest, and all fees, expenses, indemnities and reimbursements, shall be made without set-off, recoupment or counterclaim, in lawful money of the united states and in immediately available funds.","['borrower', 'borrower']",['lender'],"['made', 'accrue', 'made', 'is payable']","['all payments by borrower under the loan documents shall be made to the respective lender to which such payments are owed, at such lender’s office in immediately available funds on the date specified herein.', 'when a payment is due on a day that is not a business day, the payment is due the next business day and additional fees or interest, as applicable, shall continue to accrue until paid.', 'all payments to be made by borrower hereunder or under any other loan document, including payments of principal and interest, and all fees, expenses, indemnities and reimbursements, shall be made without set-off, recoupment or counterclaim, in lawful money of the united states and in immediately available funds.', 'interest is payable monthly on the payment date of each month.']","['except as otherwise expressly provided herein,', 'unless otherwise provided,']",[],true
166,cl2shhbnkaa0w076w0qtq5fnx,"payments of severance benefits to participants shall be made by the company in such amount as determined by the plan administrator in its reasonable discretion, from the company’s general assets or from a supplemental unemployment benefits trust, as directed by the plan administrator.",['company'],['participants'],['made'],"['payments of severance benefits to participants shall be made by the company in such amount as determined by the plan administrator in its reasonable discretion, from the company’s general assets or from a supplemental unemployment benefits trust, as directed by the plan administrator.']",[],[],false
167,cl2shuauv8msh087b6ixy9tvm,"from and after the effective date, the administrative agent shall make all payments in respect of [ the ] [ each ] assigned interest (including payments of principal, interest, fees and other amounts) to [the] [the relevant] assignor for amounts which have accrued to but excluding the effective date and to [ the ] [ the relevant ] assignee for amounts which have accrued from and after the effective date. notwithstanding the foregoing, the administrative agent shall make all payments of interest, fees or other amounts paid or payable in kind from and after the effective date to [the][the relevant] assignee.","['administrative agent', 'administrative agent']","['assignor', 'assignee', 'assignee']","['make', 'make']","['the administrative agent shall make all payments in respect of [ the ] [ each ] assigned interest (including payments of principal, interest, fees and other amounts) to [the] [the relevant] assignor for amounts which have accrued to but excluding the effective date and to [ the ] [ the relevant ] assignee for amounts which have accrued from and after the effective date.', 'the administrative agent shall make all payments of interest, fees or other amounts paid or payable in kind from and after the effective date to [the][the relevant] assignee.']","['from and after the effective date', 'from and after the effective date']",[],true
168,cl2shv1kyadhu0767a8d5frh8,"each of the guarantors and the borrower hereby agrees that the guaranteed obligations will be paid to the lender, without set-off or counterclaim in dollars as expressed to be payable hereunder and under any note, in immediately available funds at the office of the lender specified in section 9.01.","['guarantors', 'borrower']",['lender'],['paid'],"['each of the guarantors and the borrower hereby agrees that the guaranteed obligations will be paid to the lender, without set-off or counterclaim in dollars as expressed to be payable hereunder and under any note, in immediately available funds at the office of the lender specified in section\xa09.01.']",['as expressed to be payable hereunder and under any note'],[],true
